po_id,order_date,supplier_id,product_id,warehouse_id,ordered_qty,received_qty,unit_cost,freight_cost,promised_date,actual_delivery_date,defect_qty,delivery_days_late,is_late,fill_rate,defect_rate,purchase_value,landed_cost,data_complete
PO000015,2025-09-16,S023,P0068,W03,48,46,942.82,2173.85,2025-10-05,2025-10-02,1,-3.0,0,0.9583333333333334,0.021739130434782608,45255.36,47429.21,True
PO000016,2025-07-21,S001,P0035,W02,147,144,454.03,1602.07,2025-08-18,2025-08-18,5,0.0,0,0.9795918367346939,0.034722222222222224,66742.40999999999,68344.48,True
PO000017,2025-08-13,S023,P0017,W03,14,14,318.73,147.01,2025-09-01,2025-08-29,0,-3.0,0,1.0,0.0,4462.22,4609.2300000000005,True
PO000018,2024-05-24,S016,P0073,W04,203,201,496.76,6591.98,2024-06-08,2024-06-05,4,-3.0,0,0.9901477832512315,0.01990049751243781,100842.28,107434.26,True
PO000019,2024-01-11,S015,P0094,W02,100,100,143.55,1066.36,2024-01-28,2024-01-25,0,-3.0,0,1.0,0.0,14355.000000000002,15421.360000000002,True
PO000020,2025-10-27,S005,P0097,W01,210,203,132.18,797.27,2025-11-16,2025-11-15,2,-1.0,0,0.9666666666666667,0.009852216748768473,27757.800000000003,28555.070000000003,True
PO000021,2024-07-30,S023,P0107,W01,191,185,131.46,1512.19,2024-08-18,2024-08-15,1,-3.0,0,0.9685863874345549,0.005405405405405406,25108.86,26621.05,True
PO000022,2025-04-24,S008,P0108,W02,47,45,124.58,183.5,2025-05-03,2025-04-30,1,-3.0,0,0.9574468085106383,0.022222222222222223,5855.26,6038.76,True
PO000023,2025-10-26,S011,P0075,W01,28,27,735.24,485.53,2025-11-28,2025-12-03,1,5.0,1,0.9642857142857143,0.037037037037037035,20586.72,21072.25,True
PO000024,2024-01-27,S008,P0114,W01,201,197,908.2,4313.43,2024-02-05,2024-02-02,1,-3.0,0,0.9800995024875622,0.005076142131979695,182548.2,186861.63,True
PO000025,2024-01-05,S025,P0009,W01,110,106,415.03,2984.86,2024-01-31,2024-01-31,2,0.0,0,0.9636363636363636,0.018867924528301886,45653.299999999996,48638.159999999996,True
PO000026,2024-01-04,S013,P0048,W01,27,27,629.18,723.36,2024-01-20,2024-01-17,0,-3.0,0,1.0,0.0,16987.859999999997,17711.219999999998,True
PO000027,2024-04-24,S003,P0059,W03,135,135,306.74,2190.83,2024-05-10,2024-05-07,5,-3.0,0,1.0,0.037037037037037035,41409.9,43600.73,True
PO000028,2024-02-07,S001,P0084,W03,210,207,790.91,11325.42,2024-03-06,2024-03-03,7,-3.0,0,0.9857142857142858,0.033816425120772944,166091.1,177416.52000000002,True
PO000029,2025-08-22,S025,P0036,W02,134,131,259.49,1766.52,2025-09-17,2025-09-16,0,-1.0,0,0.9776119402985075,0.0,34771.66,36538.18,True
PO000030,2025-03-18,S006,P0035,W02,60,60,454.03,411.76,2025-03-24,2025-03-31,2,7.0,1,1.0,0.03333333333333333,27241.8,27653.559999999998,True
PO000031,2025-12-17,S020,P0109,W02,77,75,881.76,3523.18,2026-01-05,2026-01-02,0,-3.0,0,0.974025974025974,0.0,67895.52,71418.7,True
PO000032,2025-08-08,S001,P0078,W02,62,61,96.99,114.78,2025-09-05,2025-09-03,1,-2.0,0,0.9838709677419355,0.01639344262295082,6013.38,6128.16,True
PO000033,2025-12-05,S023,P0077,W02,120,118,359.99,1825.78,2025-12-24,2025-12-29,2,5.0,1,0.9833333333333333,0.01694915254237288,43198.8,45024.58,True
PO000034,2024-06-23,S017,P0023,W01,95,92,555.36,3240.17,2024-07-26,2024-08-08,4,13.0,1,0.968421052631579,0.043478260869565216,52759.200000000004,55999.37,True
PO000035,2024-07-29,S006,P0061,W02,78,77,282.04,1435.86,2024-08-04,2024-08-01,2,-3.0,0,0.9871794871794872,0.025974025974025976,21999.120000000003,23434.980000000003,True
PO000036,2025-09-12,S023,P0051,W01,44,41,109.49,193.43,2025-10-01,2025-09-28,0,-3.0,0,0.9318181818181818,0.0,4817.5599999999995,5010.99,True
PO000037,2024-06-28,S008,P0075,W02,11,10,735.24,406.2,2024-07-07,2024-07-11,0,4.0,1,0.9090909090909091,0.0,8087.64,8493.84,True
PO000038,2024-02-11,S025,P0111,W04,182,178,291.49,3287.13,2024-03-08,2024-03-09,3,1.0,1,0.978021978021978,0.016853932584269662,53051.18,56338.31,True
PO000039,2025-05-04,S015,P0034,W02,177,175,546.57,3173.16,2025-05-21,2025-05-24,2,3.0,1,0.9887005649717514,0.011428571428571429,96742.89000000001,99916.05000000002,True
PO000040,2025-08-08,S012,P0098,W01,31,31,646.35,993.4,2025-09-05,2025-09-09,0,4.0,1,1.0,0.0,20036.850000000002,21030.250000000004,True
PO000041,2025-12-08,S002,P0077,W03,53,51,359.99,538.5,2025-12-19,2025-12-22,0,3.0,1,0.9622641509433962,0.0,19079.47,19617.97,True
PO000042,2025-11-09,S007,P0060,W03,99,97,905.63,2509.31,2025-11-30,2025-12-01,0,1.0,1,0.9797979797979798,0.0,89657.37,92166.68,True
PO000043,2024-03-28,S002,P0115,W04,133,128,277.83,1115.05,2024-04-08,2024-04-05,3,-3.0,0,0.9624060150375939,0.0234375,36951.39,38066.44,True
PO000044,2025-07-18,S022,P0018,W01,200,196,144.14,1251.97,2025-07-28,2025-07-25,2,-3.0,0,0.98,0.01020408163265306,28827.999999999996,30079.969999999998,True
PO000045,2025-09-10,S003,P0082,W01,154,151,234.99,748.2,2025-09-26,2025-09-23,2,-3.0,0,0.9805194805194806,0.013245033112582781,36188.46,36936.659999999996,True
PO000046,2025-05-25,S003,P0048,W02,141,137,629.18,5367.99,2025-06-10,2025-06-14,2,4.0,1,0.9716312056737588,0.014598540145985401,88714.37999999999,94082.37,True
PO000047,2025-08-22,S004,P0082,W02,164,159,234.99,1311.19,2025-09-10,2025-09-18,4,8.0,1,0.9695121951219512,0.025157232704402517,38538.36,39849.55,True
PO000048,2025-09-04,S025,P0017,W02,135,133,318.73,2729.78,2025-09-30,2025-09-29,3,-1.0,0,0.9851851851851852,0.022556390977443608,43028.55,45758.33,True
PO000049,2024-11-22,S025,P0089,W01,204,197,193.04,865.51,2024-12-18,2024-12-15,2,-3.0,0,0.9656862745098039,0.01015228426395939,39380.159999999996,40245.67,True
PO000050,2024-01-30,S018,P0009,W01,218,214,415.03,5081.69,2024-02-15,2024-02-19,2,4.0,1,0.981651376146789,0.009345794392523364,90476.54,95558.23,True
PO000051,2024-11-29,S002,P0042,W02,102,99,852.18,6211.98,2024-12-10,2024-12-07,1,-3.0,0,0.9705882352941176,0.010101010101010102,86922.36,93134.34,True
PO000052,2024-05-27,S013,P0109,W02,9,9,881.76,546.56,2024-06-12,2024-06-09,1,-3.0,0,1.0,0.1111111111111111,7935.84,8482.4,True
PO000053,2024-03-24,S024,P0076,W02,218,213,631.28,9508.36,2024-04-02,2024-04-07,3,5.0,1,0.9770642201834863,0.014084507042253521,137619.04,147127.40000000002,True
PO000054,2024-04-01,S003,P0059,W01,73,73,306.74,654.9,2024-04-17,2024-04-19,0,2.0,1,1.0,0.0,22392.02,23046.920000000002,True
PO000055,2025-05-24,S020,P0040,W04,62,61,28.36,80.07,2025-06-12,2025-06-09,0,-3.0,0,0.9838709677419355,0.0,1758.32,1838.3899999999999,True
PO000056,2025-01-03,S001,P0011,W01,31,31,558.22,1267.9,2025-01-31,2025-01-28,1,-3.0,0,1.0,0.03225806451612903,17304.82,18572.72,True
PO000057,2025-01-29,S021,P0014,W01,168,165,399.69,1445.09,2025-02-27,2025-02-24,2,-3.0,0,0.9821428571428571,0.012121212121212121,67147.92,68593.01,True
PO000058,2025-06-28,S014,P0087,W01,44,42,572.62,1667.48,2025-08-01,2025-07-29,2,-3.0,0,0.9545454545454546,0.047619047619047616,25195.28,26862.76,True
PO000059,2025-02-04,S023,P0033,W02,212,205,891.43,10174.52,2025-02-23,2025-02-20,4,-3.0,0,0.9669811320754716,0.01951219512195122,188983.16,199157.68,True
PO000060,2025-04-05,S011,P0009,W03,51,49,415.03,685.92,2025-05-08,2025-05-05,1,-3.0,0,0.9607843137254902,0.02040816326530612,21166.53,21852.449999999997,True
PO000061,2024-03-03,S020,P0053,W01,20,19,224.86,130.91,2024-03-22,2024-03-19,1,-3.0,0,0.95,0.05263157894736842,4497.200000000001,4628.110000000001,True
PO000062,2025-09-14,S022,P0048,W03,139,134,629.18,6419.9,2025-09-24,2025-09-27,3,3.0,1,0.9640287769784173,0.022388059701492536,87456.01999999999,93875.91999999998,True
PO000063,2024-11-24,S009,P0115,W03,49,49,277.83,242.15,2024-12-22,2025-01-04,3,13.0,1,1.0,0.061224489795918366,13613.67,13855.82,True
PO000064,2024-04-23,S017,P0028,W01,63,62,462.33,1495.27,2024-05-26,2024-06-09,1,14.0,1,0.9841269841269841,0.016129032258064516,29126.789999999997,30622.059999999998,True
PO000065,2025-08-17,S012,P0033,W02,27,27,891.43,832.91,2025-09-14,2025-09-14,1,0.0,0,1.0,0.037037037037037035,24068.609999999997,24901.519999999997,True
PO000066,2025-06-21,S011,P0020,W02,147,141,561.56,4837.11,2025-07-24,2025-07-21,3,-3.0,0,0.9591836734693877,0.02127659574468085,82549.31999999999,87386.43,True
PO000067,2024-02-08,S020,P0023,W04,52,50,555.36,1929.9,2024-02-27,2024-03-01,2,3.0,1,0.9615384615384616,0.04,28878.72,30808.620000000003,True
PO000068,2024-05-21,S006,P0065,W02,163,159,163.06,1709.34,2024-05-27,2024-05-24,1,-3.0,0,0.9754601226993865,0.006289308176100629,26578.78,28288.12,True
PO000069,2024-01-12,S003,P0027,W03,60,57,910.96,3570.84,2024-01-28,2024-01-25,3,-3.0,0,0.95,0.05263157894736842,54657.600000000006,58228.44,True
PO000070,2024-07-16,S013,P0087,W04,91,91,572.62,3725.07,2024-08-01,2024-07-29,1,-3.0,0,1.0,0.01098901098901099,52108.42,55833.49,True
PO000071,2024-03-14,S021,P0099,W03,110,110,122.77,846.65,2024-04-12,2024-04-12,1,0.0,0,1.0,0.00909090909090909,13504.699999999999,14351.349999999999,True
PO000072,2025-06-02,S005,P0059,W02,120,119,306.74,1861.85,2025-06-22,2025-06-19,2,-3.0,0,0.9916666666666667,0.01680672268907563,36808.8,38670.65,True
PO000073,2025-01-16,S009,P0029,W01,182,179,745.34,3909.05,2025-02-13,2025-02-15,12,2.0,1,0.9835164835164835,0.0670391061452514,135651.88,139560.93,True
PO000074,2025-12-17,S017,P0099,W02,33,33,122.77,130.23,2026-01-19,2026-01-26,0,7.0,1,1.0,0.0,4051.41,4181.639999999999,True
PO000075,2025-07-01,S012,P0116,W01,53,53,879.17,1189.2,2025-07-29,2025-07-29,0,0.0,0,1.0,0.0,46596.009999999995,47785.20999999999,True
PO000076,2025-03-23,S016,P0111,W01,166,162,291.49,2678.6,2025-04-07,2025-04-04,2,-3.0,0,0.9759036144578314,0.012345679012345678,48387.340000000004,51065.94,True
PO000077,2025-01-07,S014,P0111,W01,188,183,291.49,1062.0,2025-02-10,2025-02-21,4,11.0,1,0.973404255319149,0.02185792349726776,54800.12,55862.12,True
PO000078,2024-02-09,S021,P0097,W02,95,93,132.18,266.51,2024-03-09,2024-03-06,0,-3.0,0,0.9789473684210527,0.0,12557.1,12823.61,True
PO000079,2024-02-21,S022,P0089,W01,6,6,193.04,52.78,2024-03-02,2024-03-04,0,2.0,1,1.0,0.0,1158.24,1211.02,True
PO000080,2025-03-26,S012,P0115,W01,184,178,277.83,1788.98,2025-04-23,2025-04-20,5,-3.0,0,0.967391304347826,0.028089887640449437,51120.719999999994,52909.7,True
PO000081,2024-01-04,S011,P0041,W02,136,131,786.37,7501.65,2024-02-06,2024-02-07,4,1.0,1,0.9632352941176471,0.030534351145038167,106946.32,114447.97,True
PO000082,2024-01-31,S007,P0112,W02,118,116,468.25,3568.81,2024-02-21,2024-02-18,1,-3.0,0,0.9830508474576272,0.008620689655172414,55253.5,58822.31,True
PO000083,2024-06-09,S012,P0003,W02,88,88,296.21,1014.12,2024-07-07,2024-07-05,1,-2.0,0,1.0,0.011363636363636364,26066.48,27080.6,True
PO000084,2025-10-08,S021,P0100,W01,154,151,484.96,5136.72,2025-11-06,2025-11-14,2,8.0,1,0.9805194805194806,0.013245033112582781,74683.84,79820.56,True
PO000085,2024-12-01,S013,P0041,W01,67,65,786.37,2635.75,2024-12-17,2024-12-15,1,-2.0,0,0.9701492537313433,0.015384615384615385,52686.79,55322.54,True
PO000086,2025-06-02,S018,P0036,W02,82,82,259.49,914.46,2025-06-18,2025-06-15,1,-3.0,0,1.0,0.012195121951219513,21278.18,22192.64,True
PO000087,2024-10-27,S011,P0082,W02,170,167,234.99,2555.84,2024-11-29,2024-11-26,4,-3.0,0,0.9823529411764705,0.023952095808383235,39948.3,42504.14,True
PO000088,2024-05-06,S018,P0021,W04,84,81,168.7,1049.44,2024-05-22,2024-05-21,2,-1.0,0,0.9642857142857143,0.024691358024691357,14170.8,15220.24,True
PO000089,2024-09-28,S018,P0120,W01,208,203,107.76,1318.92,2024-10-14,2024-10-13,3,-1.0,0,0.9759615384615384,0.014778325123152709,22414.08,23733.0,True
PO000090,2024-03-08,S014,P0088,W01,98,94,831.84,4641.27,2024-04-11,2024-04-09,6,-2.0,0,0.9591836734693877,0.06382978723404255,81520.32,86161.59000000001,True
PO000091,2025-07-17,S024,P0003,W01,125,124,296.21,2283.45,2025-07-26,2025-07-23,4,-3.0,0,0.992,0.03225806451612903,37026.25,39309.7,True
PO000092,2024-05-14,S022,P0102,W01,141,138,555.41,3210.28,2024-05-24,2024-06-01,1,8.0,1,0.9787234042553191,0.007246376811594203,78312.81,81523.09,True
PO000093,2024-10-02,S004,P0013,W03,155,150,87.55,819.93,2024-10-21,2024-11-06,3,16.0,1,0.967741935483871,0.02,13570.25,14390.18,True
PO000094,2025-12-17,S006,P0099,W01,113,111,122.77,630.65,2025-12-23,2025-12-24,4,1.0,1,0.9823008849557522,0.036036036036036036,13873.01,14503.66,True
PO000095,2025-03-08,S024,P0098,W03,83,81,646.35,3700.4,2025-03-17,2025-03-14,2,-3.0,0,0.9759036144578314,0.024691358024691357,53647.05,57347.450000000004,True
PO000096,2024-12-01,S011,P0078,W01,177,173,96.99,1143.79,2025-01-03,2025-01-11,4,8.0,1,0.9774011299435028,0.023121387283236993,17167.23,18311.02,True
PO000097,2025-01-31,S008,P0073,W02,158,156,496.76,1675.53,2025-02-09,2025-02-13,2,4.0,1,0.9873417721518988,0.01282051282051282,78488.08,80163.61,True
PO000098,2025-07-27,S020,P0100,W03,16,16,484.96,321.81,2025-08-15,2025-08-14,0,-1.0,0,1.0,0.0,7759.36,8081.17,True
PO000099,2024-07-05,S016,P0103,W04,139,137,196.19,1555.23,2024-07-20,2024-07-24,0,4.0,1,0.9856115107913669,0.0,27270.41,28825.64,True
PO000100,2025-04-10,S004,P0085,W01,198,194,152.39,646.11,2025-04-29,2025-05-04,2,5.0,1,0.9797979797979798,0.010309278350515464,30173.219999999998,30819.329999999998,True
PO000101,2025-09-29,S003,P0021,W03,125,123,168.7,732.96,2025-10-15,2025-10-12,2,-3.0,0,0.984,0.016260162601626018,21087.5,21820.46,True
PO000102,2025-02-22,S021,P0080,W01,204,200,255.24,1890.34,2025-03-23,2025-03-22,5,-1.0,0,0.9803921568627451,0.025,52068.96,53959.299999999996,True
PO000103,2024-11-22,S020,P0025,W02,88,85,564.64,2720.94,2024-12-11,2024-12-08,1,-3.0,0,0.9659090909090909,0.011764705882352941,49688.32,52409.26,True
PO000104,2024-04-16,S009,P0006,W02,57,56,814.93,935.48,2024-05-14,2024-05-15,4,1.0,1,0.9824561403508771,0.07142857142857142,46451.009999999995,47386.49,True
PO000105,2024-06-30,S022,P0019,W02,112,108,105.41,778.61,2024-07-10,2024-07-11,1,1.0,1,0.9642857142857143,0.009259259259259259,11805.92,12584.53,True
PO000106,2025-11-22,S004,P0056,W02,26,25,357.41,368.52,2025-12-11,2025-12-21,0,10.0,1,0.9615384615384616,0.0,9292.66,9661.18,True
PO000107,2025-01-30,S022,P0116,W01,18,18,879.17,245.77,2025-02-09,2025-02-06,0,-3.0,0,1.0,0.0,15825.06,16070.83,True
PO000108,2024-08-08,S002,P0005,W03,127,126,174.52,1572.2,2024-08-19,2024-08-16,1,-3.0,0,0.9921259842519685,0.007936507936507936,22164.04,23736.24,True
PO000109,2024-11-01,S016,P0009,W02,11,11,415.03,236.55,2024-11-16,2024-11-13,0,-3.0,0,1.0,0.0,4565.33,4801.88,True
PO000110,2025-02-26,S022,P0012,W02,18,18,620.16,286.16,2025-03-08,2025-03-05,0,-3.0,0,1.0,0.0,11162.88,11449.039999999999,True
PO000111,2025-01-27,S016,P0023,W02,102,100,555.36,3698.22,2025-02-11,2025-02-08,1,-3.0,0,0.9803921568627451,0.01,56646.72,60344.94,True
PO000112,2025-05-26,S020,P0065,W02,54,54,163.06,561.88,2025-06-14,2025-06-17,3,3.0,1,1.0,0.05555555555555555,8805.24,9367.119999999999,True
PO000113,2024-07-07,S009,P0099,W02,43,42,122.77,352.64,2024-08-04,2024-08-10,1,6.0,1,0.9767441860465116,0.023809523809523808,5279.11,5631.75,True
PO000114,2025-04-19,S008,P0006,W01,114,111,814.93,4662.58,2025-04-28,2025-04-25,2,-3.0,0,0.9736842105263158,0.018018018018018018,92902.01999999999,97564.59999999999,True
PO000115,2024-11-19,S007,P0097,W02,75,72,132.18,500.93,2024-12-10,2024-12-08,0,-2.0,0,0.96,0.0,9913.5,10414.43,True
PO000116,2025-11-18,S003,P0110,W04,136,134,382.52,3427.92,2025-12-04,2025-12-01,2,-3.0,0,0.9852941176470589,0.014925373134328358,52022.72,55450.64,True
PO000117,2024-04-25,S007,P0010,W03,96,96,598.92,3021.55,2024-05-16,2024-05-14,2,-2.0,0,1.0,0.020833333333333332,57496.31999999999,60517.869999999995,True
PO000118,2024-04-18,S007,P0055,W03,46,44,530.67,369.37,2024-05-09,2024-05-09,0,0.0,0,0.9565217391304348,0.0,24410.82,24780.19,True
PO000119,2024-12-03,S019,P0098,W01,156,151,646.35,5552.06,2024-12-10,2024-12-11,2,1.0,1,0.967948717948718,0.013245033112582781,100830.6,106382.66,True
PO000120,2025-01-06,S006,P0084,W02,205,205,790.91,11631.29,2025-01-12,2025-01-13,3,1.0,1,1.0,0.014634146341463415,162136.55,173767.84,True
PO000121,2025-05-20,S005,P0023,W03,161,158,555.36,4177.95,2025-06-09,2025-06-11,1,2.0,1,0.9813664596273292,0.006329113924050633,89412.96,93590.91,True
PO000122,2024-10-22,S019,P0018,W01,43,43,144.14,150.22,2024-10-29,2024-11-09,1,11.0,1,1.0,0.023255813953488372,6198.0199999999995,6348.24,True
PO000123,2025-10-29,S014,P0054,W01,124,116,43.24,400.96,2025-12-02,2025-11-29,2,-3.0,0,0.9354838709677419,0.017241379310344827,5361.76,5762.72,True
PO000124,2024-12-12,S006,P0102,W02,38,37,555.41,910.86,2024-12-18,2024-12-19,1,1.0,1,0.9736842105263158,0.02702702702702703,21105.579999999998,22016.44,True
PO000125,2024-04-04,S018,P0114,W03,10,10,908.2,321.2,2024-04-20,2024-04-20,1,0.0,0,1.0,0.1,9082.0,9403.2,True
PO000126,2024-03-28,S006,P0058,W01,39,38,769.37,2065.81,2024-04-03,2024-03-31,1,-3.0,0,0.9743589743589743,0.02631578947368421,30005.43,32071.24,True
PO000127,2025-12-12,S020,P0064,W01,179,177,889.75,8895.59,2025-12-31,2025-12-28,0,-3.0,0,0.9888268156424581,0.0,159265.25,168160.84,True
PO000128,2024-04-08,S001,P0068,W01,204,198,942.82,8002.35,2024-05-06,2024-05-06,3,0.0,0,0.9705882352941176,0.015151515151515152,192335.28,200337.63,True
PO000129,2025-11-23,S015,P0059,W02,133,128,306.74,1521.9,2025-12-10,2025-12-12,2,2.0,1,0.9624060150375939,0.015625,40796.42,42318.32,True
PO000130,2024-07-22,S015,P0078,W02,193,188,96.99,1282.34,2024-08-08,2024-08-05,1,-3.0,0,0.9740932642487047,0.005319148936170213,18719.07,20001.41,True
PO000131,2024-03-09,S010,P0033,W03,93,91,891.43,2817.53,2024-04-04,2024-04-01,1,-3.0,0,0.978494623655914,0.01098901098901099,82902.98999999999,85720.51999999999,True
PO000132,2024-08-10,S018,P0065,W01,12,12,163.06,81.87,2024-08-26,2024-08-23,0,-3.0,0,1.0,0.0,1956.72,2038.5900000000001,True
PO000133,2025-03-25,S010,P0074,W03,199,194,305.61,2384.51,2025-04-20,2025-04-17,3,-3.0,0,0.9748743718592965,0.015463917525773196,60816.39,63200.9,True
PO000134,2024-11-08,S017,P0068,W03,161,160,942.82,11123.0,2024-12-11,2024-12-23,6,12.0,1,0.9937888198757764,0.0375,151794.02000000002,162917.02000000002,True
PO000135,2025-07-28,S006,P0117,W01,146,142,31.42,310.48,2025-08-03,2025-07-31,2,-3.0,0,0.9726027397260274,0.014084507042253521,4587.320000000001,4897.800000000001,True
PO000136,2025-03-22,S015,P0090,W02,20,20,300.32,341.35,2025-04-08,2025-04-05,0,-3.0,0,1.0,0.0,6006.4,6347.75,True
PO000137,2024-10-19,S019,P0089,W01,211,207,193.04,2044.51,2024-10-26,2024-10-23,1,-3.0,0,0.981042654028436,0.004830917874396135,40731.439999999995,42775.95,True
PO000138,2025-04-08,S025,P0097,W02,21,19,132.18,124.94,2025-05-04,2025-05-01,1,-3.0,0,0.9047619047619048,0.05263157894736842,2775.78,2900.7200000000003,True
PO000139,2025-12-11,S010,P0064,W03,8,8,889.75,151.59,2026-01-06,2026-01-03,0,-3.0,0,1.0,0.0,7118.0,7269.59,True
PO000140,2024-10-28,S012,P0037,W02,21,21,320.34,463.49,2024-11-25,2024-11-24,0,-1.0,0,1.0,0.0,6727.139999999999,7190.629999999999,True
PO000141,2024-04-22,S012,P0065,W01,207,199,163.06,2484.53,2024-05-20,2024-05-17,2,-3.0,0,0.961352657004831,0.010050251256281407,33753.42,36237.95,True
PO000142,2024-10-25,S022,P0111,W01,183,175,291.49,3174.59,2024-11-04,2024-11-05,3,1.0,1,0.9562841530054644,0.017142857142857144,53342.67,56517.259999999995,True
PO000143,2025-09-06,S025,P0106,W03,29,27,704.12,656.55,2025-10-02,2025-09-29,0,-3.0,0,0.9310344827586207,0.0,20419.48,21076.03,True
PO000144,2024-06-08,S017,P0043,W01,96,92,140.11,517.41,2024-07-11,2024-07-17,1,6.0,1,0.9583333333333334,0.010869565217391304,13450.560000000001,13967.970000000001,True
PO000145,2025-11-24,S021,P0058,W04,118,117,769.37,5783.52,2025-12-23,2025-12-22,3,-1.0,0,0.9915254237288136,0.02564102564102564,90785.66,96569.18000000001,True
PO000146,2025-03-06,S003,P0033,W01,124,124,891.43,7197.97,2025-03-22,2025-03-19,1,-3.0,0,1.0,0.008064516129032258,110537.31999999999,117735.29,True
PO000147,2025-03-15,S019,P0002,W01,48,47,198.63,317.9,2025-03-22,2025-03-21,1,-1.0,0,0.9791666666666666,0.02127659574468085,9534.24,9852.14,True
PO000148,2024-08-19,S021,P0038,W02,11,11,498.47,306.09,2024-09-17,2024-09-14,0,-3.0,0,1.0,0.0,5483.17,5789.26,True
PO000149,2025-11-03,S018,P0013,W03,11,9,87.55,68.96,2025-11-19,2025-11-16,0,-3.0,0,0.8181818181818182,0.0,963.05,1032.01,True
PO000150,2024-01-27,S015,P0044,W03,198,191,529.9,6205.0,2024-02-13,2024-02-15,1,2.0,1,0.9646464646464646,0.005235602094240838,104920.2,111125.2,True
PO000151,2024-08-06,S023,P0007,W01,138,132,722.53,3938.22,2024-08-25,2024-08-22,0,-3.0,0,0.9565217391304348,0.0,99709.14,103647.36,True
PO000152,2024-11-01,S017,P0039,W02,216,211,421.45,4106.55,2024-12-04,2024-12-16,12,12.0,1,0.9768518518518519,0.05687203791469194,91033.2,95139.75,True
PO000153,2024-12-14,S022,P0086,W01,189,186,176.87,2040.3,2024-12-24,2024-12-21,2,-3.0,0,0.9841269841269841,0.010752688172043012,33428.43,35468.73,True
PO000154,2024-12-12,S005,P0102,W04,55,54,555.41,512.81,2025-01-01,2024-12-29,3,-3.0,0,0.9818181818181818,0.05555555555555555,30547.55,31060.36,True
PO000155,2024-04-18,S017,P0107,W02,24,24,131.46,212.59,2024-05-21,2024-06-04,0,14.0,1,1.0,0.0,3155.04,3367.63,True
PO000156,2024-06-13,S011,P0068,W01,146,142,942.82,3286.87,2024-07-16,2024-07-13,2,-3.0,0,0.9726027397260274,0.014084507042253521,137651.72,140938.59,True
PO000157,2024-03-10,S022,P0066,W01,53,53,50.31,182.21,2024-03-20,2024-03-26,0,6.0,1,1.0,0.0,2666.4300000000003,2848.6400000000003,True
PO000158,2025-02-22,S023,P0117,W04,150,146,31.42,351.52,2025-03-13,2025-03-10,2,-3.0,0,0.9733333333333334,0.0136986301369863,4713.0,5064.52,True
PO000159,2024-09-13,S022,P0067,W03,213,210,417.86,1607.79,2024-09-23,2024-09-21,1,-2.0,0,0.9859154929577465,0.004761904761904762,89004.18000000001,90611.97,True
PO000160,2025-02-17,S006,P0011,W02,212,209,558.22,8605.99,2025-02-23,2025-02-25,4,2.0,1,0.9858490566037735,0.019138755980861243,118342.64,126948.63,True
